2024-08-31 01:48:51.468155,Canon R100 Mirrorless Camera,₹90990.0
2024-08-31 01:59:59.590560,"Apple 2022 MacBook Air Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Midnight",₹90990.0
